"Id","VALENCE.PLEASANTNESS"
1,25.8042030334473
2,49.4040336608887
3,38.498233795166
4,50.5932197570801
5,36.9854431152344
6,52.9517631530762
7,31.6053123474121
8,44.3020896911621
9,42.7636909484863
10,45.9768028259277
11,17.9555358886719
12,56.8510665893555
13,46.5230026245117
14,47.5979843139648
15,31.0036849975586
16,46.3838272094727
17,33.6946678161621
18,34.6061630249023
19,36.4222526550293
20,45.672004699707
21,57.9442596435547
22,42.5637702941895
23,40.1461563110352
24,44.2573127746582
25,34.6961097717285
26,44.5835609436035
27,55.7934417724609
28,56.4059829711914
29,51.517261505127
30,26.7503108978271
31,50.5896911621094
32,40.9879455566406
33,18.1866874694824
34,41.872859954834
35,51.1259307861328
36,44.8986434936523
37,48.1300621032715
38,39.5004005432129
39,48.0802230834961
40,28.1748924255371
41,48.1218109130859
42,40.6561546325684
43,47.5839195251465
44,47.6903457641602
45,48.9554672241211
46,40.9561500549316
47,37.7937469482422
48,51.5912132263184
49,28.4691581726074
50,29.6500644683838
51,38.4506568908691
52,41.9164962768555
53,62.3272132873535
54,38.3854370117188
55,53.7410278320312
56,51.9439811706543
57,40.0919990539551
58,44.4831085205078
59,35.0096206665039
60,51.3710670471191
61,33.5029792785645
62,34.6139907836914
63,45.5345687866211
64,26.5392189025879
65,46.2026519775391
66,49.507251739502
67,38.2248382568359
68,50.0896873474121
