"Id","VALENCE.PLEASANTNESS"
1,35.7185259863057
2,51.7861594094475
3,42.1134904936567
4,49.5524773530665
5,37.0989154699625
6,54.6726571176733
7,31.7012309728308
8,55.3170732851146
9,40.356116062026
10,50.42526650919
11,25.1389111642193
12,51.7565690954303
13,35.6046995327621
14,38.7226735650591
15,51.1106377073272
16,48.9599820675511
17,34.2975383411817
18,38.8438982870169
19,38.6427866822438
20,52.0112028997296
21,48.3809697266874
22,43.5231537335936
23,48.6366768450404
24,48.8866352214039
25,44.0238923125934
26,51.8341708154639
27,52.2765292589868
28,42.6814378235815
29,54.3448635513347
30,35.8295290221217
31,49.1382696581993
32,41.6505525887357
33,34.1872852697532
34,45.7078364721475
35,51.4564717558661
36,40.1061578667798
37,47.4269333035783
38,48.3403076525918
39,46.4232466226536
40,35.2667891989967
41,45.6565229015175
42,50.2127226582478
43,46.0201621393233
44,47.9170564091151
45,49.4906244529946
46,46.0839096184547
47,41.4782588624539
48,47.1215598214376
49,33.3886824470582
50,35.1383484028442
51,25.9597456634088
52,46.5279669283064
53,52.3059381721023
54,39.210177712812
55,54.5877096819293
56,34.8659719606994
57,43.493065056448
58,41.7707711689116
59,46.8655708246809
60,51.3827325021298
61,34.8984072670514
62,38.7397436556372
63,49.9280910392065
64,36.5545701448691
65,48.2174596779177
66,46.1844994900074
67,45.3679362981057
68,50.1591017882204
