"Id","VALENCE.PLEASANTNESS"
1,27.8486518859863
2,36.9053421020508
3,34.2525978088379
4,33.513542175293
5,27.3814544677734
6,36.8559722900391
7,31.1936092376709
8,31.5907745361328
9,29.5228595733643
10,33.1745262145996
11,28.2482166290283
12,31.4649295806885
13,28.2380771636963
14,37.6753044128418
15,32.6477088928223
16,32.7292098999023
17,28.4783592224121
18,28.2426319122314
19,27.5627040863037
20,34.6257629394531
21,35.1837463378906
22,40.4231033325195
23,35.9076385498047
24,31.7846736907959
25,31.3379516601562
26,31.4495124816895
27,35.2189598083496
28,39.0121459960938
29,35.0654525756836
30,29.7837867736816
31,31.1956176757812
32,27.8487758636475
33,29.5590667724609
34,30.4312686920166
35,33.6414642333984
36,25.4762268066406
37,35.0773735046387
38,30.8836994171143
39,34.379638671875
40,30.9185848236084
41,33.8969612121582
42,37.6594200134277
43,27.1890754699707
44,33.1923828125
45,36.6169471740723
46,30.3646411895752
47,33.6993217468262
48,37.8487586975098
49,30.7635173797607
50,32.6781005859375
51,31.2861080169678
52,34.2106399536133
53,34.4825820922852
54,24.7829437255859
55,56.6815299987793
56,22.295072555542
57,20.3464488983154
58,29.9504146575928
59,31.068883895874
60,36.0581665039062
61,29.9263820648193
62,35.3699188232422
63,37.8520660400391
64,26.396879196167
65,34.3487091064453
66,38.1774291992188
67,32.8119773864746
68,34.1977844238281
